time,lasttime,lat,lng,speed,course,altitude,comment
11/10/2022 14:40,11/10/2022 14:41,39.47467,4.966,0,0,910.13,JM29LL To:112 Up:0.01m/s V:24Km/h Sun:23 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
11/11/2022 12:12,11/11/2022 16:10,39.47467,0.966,0,0,13050.01,JM09LL To:271 Up:0m/s V:14Km/h Sun:21 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
11/12/2022 15:52,11/12/2022 16:11,44.47467,-3.034,0,0,13000.02,IN84LL To:0 Up:0m/s V:133Km/h Sun:18 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
11/13/2022 16:03,11/13/2022 16:03,54.47467,-1.034,0,0,13179.86,IO94LL To:7 Up:0m/s V:52Km/h Sun:17 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
11/14/2022 14:12,11/15/2022 3:43,50.47467,26.966,0,0,13000.02,KO30LL To:128 Up:0m/s V:55Km/h Sun:20 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
11/16/2022 13:00,11/16/2022 20:04,38.47467,70.966,0,0,11999.98,MM58LL To:90 Up:0m/s V:130Km/h Sun:19 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
11/17/2022 17:12,11/17/2022 18:01,38.47467,72.966,0,0,12669.93,MM68LL To:89 Up:0m/s V:137Km/h Sun:21 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
11/19/2022 3:36,11/19/2022 3:36,41.47467,-173.034,0,0,719.94,AN31LL To:78 Up:0m/s V:146Km/h Sun:19 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
11/19/2022 22:56,11/19/2022 23:55,46.47467,-151.034,0,0,719.94,BN46LL To:89 Up:0m/s V:115Km/h Sun:22 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
11/22/2022 16:56,11/22/2022 16:56,46.47467,-93.034,0,0,540.11,EN36LL To:68 Up:0m/s V:66Km/h Sun:21 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
11/22/2022 20:04,11/22/2022 20:04,46.47467,-89.034,0,0,490.12,EN56LL To:89 Up:0m/s V:131Km/h Sun:18 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
