time,lasttime,lat,lng,speed,course,altitude,comment
11/28/2022 22:42,11/28/2022 22:42,-61.35583,151.034,0,0,130.15,QC58MP 5C NaNV To:174 Up:0m/s V:64Km/h Sun:36 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
11/29/2022 15:51,11/29/2022 15:51,-70.52533,150.966,0,0,9999.88,QB59ll To:180 Up:0m/s V:64Km/h Sun:2 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
11/30/2022 2:48,11/30/2022 2:48,-75.949,155.966,0,0,490.12,QB74XB 10C NaNV To:161 Up:0.01m/s V:62Km/h Sun:35 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/3/2022 23:06,12/3/2022 23:06,-63.64417,-21.7965,0,0,719.94,HC96CI 5C NaNV To:93 Up:0.01m/s V:38Km/h Sun:3 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/4/2022 14:47,12/4/2022 14:47,-55.61,15.11883,0,0,779.98,JD74NJ 10C NaNV To:68 Up:0m/s V:43Km/h Sun:40 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/4/2022 19:20,12/4/2022 19:20,-54.1865,22.373,0,0,779.98,KD15ET 10C NaNV To:76 Up:0m/s V:43Km/h Sun:8 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/5/2022 3:39,12/5/2022 3:39,-54.35583,41.2035,0,0,779.98,LD05OP 5C NaNV To:99 Up:0m/s V:36Km/h Sun:20 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/5/2022 4:00,12/5/2022 4:00,-54.52533,42.034,0,0,10720.12,LD15AL 5C NaNV To:100 Up:-0.00m/s V:36Km/h Sun:25 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/5/2022 4:27,12/5/2022 4:27,-54.61,42.62717,0,0,10779.86,LD15HJ 10C NaNV To:100 Up:0m/s V:36Km/h Sun:28 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/5/2022 17:29,12/5/2022 17:30,-61.55933,58.28817,0,0,10779.86,LC98DK 5C NaNV To:139 Up:0m/s V:28Km/h Sun:6 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/5/2022 23:03,12/5/2022 23:03,-65.44067,64.7965,0,0,10849.97,MC24JN 5C NaNV To:146 Up:0m/s V:24Km/h Sun:4 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/5/2022 23:37,12/5/2022 23:37,-65.8135,65.54233,0,0,10910.01,MC24SE 5C NaNV To:146 Up:0m/s V:23Km/h Sun:9 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/6/2022 0:27,12/6/2022 0:27,-66.2205,66.373,0,0,10910.01,MC33ES 5C NaNV To:146 Up:0m/s V:23Km/h Sun:13 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/7/2022 10:01,12/7/2022 10:01,-65.72883,119.2035,0,0,600.15,OC94OG 5C NaNV To:91 Up:0m/s V:18Km/h Sun:28 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/8/2022 2:52,12/8/2022 2:52,-64.39,139.45767,0,0,420.01,PC95RO 10C NaNV To:88 Up:-0.00m/s V:18Km/h Sun:44 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/9/2022 4:12,12/9/2022 4:12,-70.1865,-169.54233,0,0,180.14,AB59FT 5C NaNV To:109 Up:-0.00m/s V:29Km/h Sun:30 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/9/2022 10:48,12/9/2022 10:48,-70.35583,-155.28817,0,0,10049.87,BB29IP 5C NaNV To:97 Up:-0.01m/s V:23Km/h Sun:3 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/9/2022 16:27,12/9/2022 16:27,-71.017,-147.62717,0,0,9999.88,BB68EX 5C NaNV To:107 Up:-0.00m/s V:16Km/h Sun:21 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/9/2022 22:56,12/9/2022 22:56,-72.13583,-141.11883,0,0,9959.95,BB97KU 0C NaNV To:122 Up:-0.00m/s V:14Km/h Sun:41 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/10/2022 17:48,12/10/2022 17:48,-81.8135,-139.45767,0,0,239.88,CA08GE 5C NaNV To:186 Up:0.01m/s V:22Km/h Sun:25 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/11/2022 2:02,12/11/2022 2:02,-86.27117,-154.28817,0,0,490.12,BA23UR 5C NaNV To:193 Up:0.01m/s V:23Km/h Sun:27 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/11/2022 21:55,12/11/2022 21:55,-77.2205,-26.45767,0,0,10600.03,HB62SS 5C NaNV To:325 Up:0m/s V:35Km/h Sun:19 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/12/2022 3:23,12/12/2022 3:23,-70.8135,-39.7965,0,0,10720.12,HB09CE 10C NaNV To:324 Up:0.01m/s V:38Km/h Sun:4 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/12/2022 19:19,12/12/2022 19:19,-58.39,-56.45767,0,0,10490,GD11SO 5C NaNV To:350 Up:-0.00m/s V:21Km/h Sun:41 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/12/2022 22:13,12/12/2022 22:13,-56.30517,-55.54233,0,0,10419.89,GD23FQ 0C NaNV To:9 Up:-0.01m/s V:21Km/h Sun:16 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/14/2022 11:07,12/14/2022 11:07,-52.35583,4.7965,0,0,10720.12,JD27JP 0C NaNV To:91 Up:0m/s V:67Km/h Sun:59 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/14/2022 11:37,12/14/2022 11:37,-52.39,6.45767,0,0,10720.12,JD37FO 0C NaNV To:93 Up:0m/s V:67Km/h Sun:61 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/14/2022 17:27,12/14/2022 17:27,-55.35583,25.2035,0,0,10539.98,KD24OP 5C NaNV To:117 Up:-0.01m/s V:61Km/h Sun:10 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/15/2022 6:04,12/15/2022 6:04,-62.55933,28.2035,0,0,10419.89,KC47CK 5C NaNV To:176 Up:-0.00m/s V:19Km/h Sun:31 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/16/2022 1:23,12/16/2022 1:23,-57.55933,52.28817,0,0,10419.89,LD62DK 10C NaNV To:92 Up:0.01m/s V:24Km/h Sun:9 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/16/2022 16:38,12/16/2022 16:38,-59.47467,57.88133,0,0,10600.03,LD80WM 10C NaNV To:127 Up:0m/s V:7Km/h Sun:4 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/17/2022 1:19,12/17/2022 1:19,-60.61,58.11883,0,0,9999.88,LC99BJ 5C NaNV To:149 Up:0m/s V:5Km/h Sun:7 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/17/2022 2:11,12/17/2022 2:11,-60.69483,58.373,0,0,10539.98,LC99EH 5C NaNV To:148 Up:0m/s V:5Km/h Sun:15 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/18/2022 16:16,12/18/2022 16:16,-65.27117,79.54233,0,0,10539.98,MC94SR 10C NaNV To:158 Up:0.01m/s V:9Km/h Sun:4 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/26/2022 14:06,12/26/2022 14:06,-59.89833,-137.88133,0,0,10490,CD10BC 10C NaNV To:153 Up:-0.00m/s V:9Km/h Sun:6 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/26/2022 18:53,12/26/2022 18:53,-57.35583,-137.373,0,0,10490,CD12HP 10C NaNV To:152 Up:-0.00m/s V:10Km/h Sun:45 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/27/2022 4:11,12/27/2022 4:11,-52.69483,-132.7965,0,0,10490,CD37OH 5C NaNV To:37 Up:0m/s V:18Km/h Sun:9 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/28/2022 1:30,12/28/2022 1:31,-62.69483,-98.88133,0,0,10240.06,EC07NH 5C NaNV To:132 Up:0m/s V:45Km/h Sun:17 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
12/29/2022 1:34,12/29/2022 1:35,-67.051,-100.373,0,0,10240.06,DC92TW 5C NaNV To:296 Up:0m/s V:8Km/h Sun:19 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/1/2023 15:33,1/1/2023 15:33,-46.61,-24.7965,0,0,10670.13,HE73OJ 5C NaNV To:74 Up:0m/s V:27Km/h Sun:66 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/1/2023 18:46,1/1/2023 18:46,-46.55933,-16.966,0,0,10670.13,IE13MK 0C NaNV To:95 Up:0m/s V:33Km/h Sun:23 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/1/2023 20:25,1/1/2023 20:33,-46.983,-14.54233,0,0,10670.13,IE23RA 0C NaNV To:100 Up:0m/s V:33Km/h Sun:6 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/1/2023 20:38,1/1/2023 21:03,-47.051,-14.28817,0,0,10600.03,IE22UW 0C NaNV To:100 Up:-0.00m/s V:33Km/h Sun:4 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/2/2023 17:15,1/2/2023 17:15,-59.051,11.373,0,0,10360.15,JD50QW 25C NaNV To:139 Up:-0.00m/s V:30Km/h Sun:24 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/2/2023 19:56,1/2/2023 19:56,-59.89833,13.2035,0,0,10360.15,JD60OC -15C NaNV To:140 Up:-0.00m/s V:29Km/h Sun:11 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/3/2023 4:40,1/3/2023 4:40,-63.949,22.11883,0,0,10180.02,KC16BB 5C NaNV To:138 Up:-0.01m/s V:19Km/h Sun:19 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/3/2023 18:00,1/3/2023 18:00,-67.44067,25.88133,0,0,10240.06,KC22WN 5C NaNV To:160 Up:0m/s V:9Km/h Sun:13 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/4/2023 18:23,1/4/2023 18:23,-67.13583,26.54233,0,0,10309.86,KC32GU 5C NaNV To:153 Up:0m/s V:3Km/h Sun:11 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/5/2023 2:57,1/5/2023 2:57,-65.86417,29.54233,0,0,10240.06,KC44SD 5C NaNV To:122 Up:0m/s V:2Km/h Sun:11 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/6/2023 19:22,1/6/2023 19:22,-62.7795,70.2035,0,0,9999.88,MC57CF 10C NaNV To:92 Up:0m/s V:30Km/h Sun:8 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/7/2023 16:55,1/7/2023 16:55,-53.949,107.54233,0,0,10309.86,OD36SB 5C NaNV To:55 Up:-0.01m/s V:39Km/h Sun:4 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/8/2023 0:42,1/8/2023 0:42,-50.64417,125.28817,0,0,10309.86,PD29PI 10C NaNV To:93 Up:0m/s V:29Km/h Sun:42 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/8/2023 3:59,1/8/2023 3:59,-51.8135,129.11883,0,0,10309.86,PD48NE 15C NaNV To:115 Up:0m/s V:26Km/h Sun:60 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/8/2023 15:33,1/8/2023 15:33,-57.55933,135.7965,0,0,9999.88,PD72VK 5C NaNV To:153 Up:0m/s V:32Km/h Sun:4 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/8/2023 23:37,1/8/2023 23:37,-67.44067,139.2035,0,0,10309.86,PC92ON 10C NaNV To:175 Up:0.01m/s V:23Km/h Sun:34 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/9/2023 12:55,1/9/2023 12:55,-73.69483,134.2035,0,0,10419.89,PB76CH 5C NaNV To:193 Up:0m/s V:14Km/h Sun:10 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/9/2023 23:23,1/9/2023 23:28,-74.52533,134.373,0,0,9999.88,PB75EL 10C NaNV To:189 Up:0m/s V:12Km/h Sun:7 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/10/2023 0:57,1/10/2023 0:57,-74.61,134.54233,0,0,9999.88,PB75GJ 10C NaNV To:188 Up:0m/s V:12Km/h Sun:7 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/10/2023 14:23,1/10/2023 14:23,-76.35583,158.28817,0,0,309.98,QB93DP 0C NaNV To:90 Up:-0.00m/s V:11Km/h Sun:9 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/10/2023 21:59,1/10/2023 23:31,-75.051,166.62717,0,0,9999.88,RB34HW 0C NaNV To:70 Up:0m/s V:12Km/h Sun:19 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/12/2023 3:08,1/12/2023 3:08,-69.10167,-161.2035,0,0,10180.02,AC90JV 5C NaNV To:69 Up:0m/s V:12Km/h Sun:34 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/12/2023 5:14,1/12/2023 5:14,-68.8135,-158.45767,0,0,130.15,BC01SE 0C NaNV To:74 Up:0m/s V:13Km/h Sun:21 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/12/2023 19:48,1/12/2023 19:48,-67.47467,-141.45767,0,0,130.15,BC92GM 5C NaNV To:87 Up:0m/s V:17Km/h Sun:29 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/13/2023 3:23,1/13/2023 3:23,-67.10167,-120.28817,0,0,10130.03,CC92UV 10C NaNV To:93 Up:0m/s V:29Km/h Sun:14 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/13/2023 3:50,1/13/2023 3:50,-67.10167,-119.373,0,0,10130.03,DC02HV 5C NaNV To:93 Up:0m/s V:29Km/h Sun:12 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/13/2023 4:42,1/13/2023 4:42,-67.10167,-117.2035,0,0,10049.87,DC12JV 5C NaNV To:95 Up:0m/s V:30Km/h Sun:7 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/13/2023 5:07,1/13/2023 5:07,-67.10167,-115.88133,0,0,10049.87,DC22BV 5C NaNV To:96 Up:-0.00m/s V:30Km/h Sun:5 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/13/2023 21:35,1/13/2023 21:37,-63.27117,-81.45767,0,0,10539.98,EC96GR 5C NaNV To:66 Up:0m/s V:27Km/h Sun:36 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/13/2023 23:55,1/13/2023 23:55,-61.983,-78.71183,0,0,10600.03,FC08PA 0C NaNV To:51 Up:0.01m/s V:23Km/h Sun:18 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/14/2023 0:05,1/14/2023 0:05,-61.89833,-78.45767,0,0,10600.03,FC08SC 5C NaNV To:51 Up:0.01m/s V:24Km/h Sun:17 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/14/2023 1:44,1/14/2023 1:56,-60.949,-76.45767,0,0,10670.13,FC19SB 5C NaNV To:48 Up:0.01m/s V:24Km/h Sun:4 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/14/2023 14:06,1/14/2023 14:06,-53.72883,-65.45767,0,0,10960,FD76GG 5C NaNV To:41 Up:0.01m/s V:22Km/h Sun:45 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/14/2023 18:36,1/14/2023 18:36,-51.983,-61.45767,0,0,10910.01,FD98GA 5C NaNV To:56 Up:-0.00m/s V:22Km/h Sun:52 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/14/2023 21:16,1/14/2023 21:16,-51.35583,-58.88133,0,0,10960,GD08NP 5C NaNV To:65 Up:0m/s V:20Km/h Sun:28 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/15/2023 16:55,1/15/2023 16:55,-51.86417,-34.62717,0,0,10960,HD28QD 0C NaNV To:101 Up:0m/s V:26Km/h Sun:53 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/15/2023 17:08,1/15/2023 17:08,-51.89833,-33.966,0,0,10999.93,HD38AC 0C NaNV To:100 Up:0m/s V:27Km/h Sun:50 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/15/2023 19:56,1/15/2023 19:56,-52.47467,-29.2035,0,0,10960,HD57JM 5C NaNV To:103 Up:0m/s V:30Km/h Sun:19 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/16/2023 2:36,1/16/2023 2:36,-52.72883,-26.373,0,0,10960,HD67TG 0C NaNV To:101 Up:-0.00m/s V:33Km/h Sun:3 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/16/2023 15:26,1/16/2023 15:26,-55.52533,0.966,0,0,9999.88,JD04ll To:92 Up:0m/s V:51Km/h Sun:53 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/16/2023 20:51,1/16/2023 20:51,-55.10167,20.2035,0,0,10960,KD04CV 5C NaNV To:81 Up:0.01m/s V:50Km/h Sun:4 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/17/2023 2:56,1/17/2023 2:56,-48.86417,39.71183,0,0,11180.06,KE91UD 0C NaNV To:70 Up:0.01m/s V:52Km/h Sun:9 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/17/2023 3:37,1/17/2023 3:37,-48.44067,40.88133,0,0,11180.06,LE01KN 5C NaNV To:71 Up:0.01m/s V:52Km/h Sun:16 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/17/2023 3:55,1/17/2023 3:55,-48.35583,41.2035,0,0,11180.06,LE01OP 10C NaNV To:71 Up:0.01m/s V:52Km/h Sun:18 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/17/2023 15:03,1/17/2023 15:03,-44.949,61.034,0,0,11240.11,ME05MB 5C NaNV To:84 Up:0m/s V:41Km/h Sun:7 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/17/2023 23:25,1/17/2023 23:25,-44.983,61.373,0,0,11180.06,ME05QA 5C NaNV To:84 Up:-0.00m/s V:41Km/h Sun:5 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/18/2023 14:27,1/18/2023 14:27,-53.72883,100.966,0,0,11130.08,OD06LG 5C NaNV To:103 Up:0m/s V:39Km/h Sun:6 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
1/18/2023 20:52,1/18/2023 20:52,-53.983,119.2035,0,0,10960,OD96OA 5C NaNV To:98 Up:-0.01m/s V:44Km/h Sun:4 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=kd9uqb&launch=20221124060000&SSID=12&banda=20m&balloonid=14&timeslot=4&tracker=wb8elk
